name,address,rooms,price,total_price,phone
金源·学府天宸,高淳南京市高淳区淳溪街道茅山路（南师附中旁）,[],7500元/m^2,103-1104万元,400-176-0760 转 633929
绿洲·云湖十里院,江宁 空港新城星汉路9号,[],16000元/m^2,150-222万元,400-176-0760 转 649601
中国铁建·凤鸣朝阳,溧水溧水经济开发区润淮大道以南、蟾山路以东地块，东至经二路，南至交山路，西至蟾山路，北至润淮大道。,"['三居(3)', '四居(2)']",11000元/m^2,90-156万元,400-176-0760 转 645394
颐和·芳庭,栖霞马高路和芝嘉东路交汇处,[],18009元/m^2,,暂无售楼处电话
NO.2023G88,建邺建邺区兴隆街道应天大街以北、经一路以东地块,[],待定元/m^2,,暂无售楼处电话
中北金基山和月,玄武苏宁大道（地铁四号线徐庄软件园站1号口）,[],待定元/m^2,,暂无售楼处电话
中垠·瑧悦府,"浦口浦口区江浦街道科新路以北、团结路以东地块,东至科新路，南至团结路，西至新南路，北至现状。",[],30000元/m^2,260-297万元,400-176-0760 转 650211
锦尚紫兰,江宁金鑫东路,[],23000元/m^2,231-263万元,400-176-0760 转 649745
星叶云墅,建邺青莲街星叶云墅,[],55000元/m^2,,暂无售楼处电话
NO.2024G15,建邺建邺区莫愁湖街道水西门大街以南、南湖路以西地块,[],待定元/m^2,,暂无售楼处电话
NO.2024G02,玄武玄武区玄武湖街道苏宁大道以南、规划支路以西地块,[],待定元/m^2,,暂无售楼处电话
水沐和瑞园,"建邺江心洲街道思泽路以西、文武路以北地块,东至思泽路，南至文武街，西至亚鹏路，北至发展北路。","['四居(3)', '五居(1)']",44411元/m^2,631-1266万元,400-176-0760 转 645404
中堃G10地块,秦淮秦淮区夫子庙街道马道街以南、小心桥东街以西地块,[],待定元/m^2,,暂无售楼处电话
月牙湖壹号公馆,秦淮秦淮区月牙湖街道光华路与冶修一路交汇处,[],46575元/m^2,,400-176-0760 转 652244
NO.2024G12,雨花雨花台区赛虹桥街道软件大道以南、机场二通道以东地块,[],待定元/m^2,,暂无售楼处电话
九胤,浦口东至迎江路；西至规划道路；南至规划道路；北至兴隆路。,[],待定元/m^2,,暂无售楼处电话
NO.2024G34,江宁江宁区东山街道万安北路以东、天靖路以北地块,[],25000元/m^2,,暂无售楼处电话
 麒麟科创园G98,江宁江宁区麒麟科创园苏盛路以南、苏兴路以东地块,[],待定元/m^2,,暂无售楼处电话
NO.2023G77,秦淮秦淮区南部新城汇景北路以南、祥天路以西地块,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G05,浦口江北新区横江大道以东、七里河大街以南（NJJBd010-21-06）地块,[],待定元/m^2,,暂无售楼处电话
金陵玖园颐养中心,玄武南京玄武玄武门中央路220号,[],待定元/m^2,,暂无售楼处电话
NO.2023G29,江宁江宁区青龙片区麟岗大道以南、东流路以西地块，东至东流路；南至福宁路；西至一帆路；北至麟岗大道。,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G07,浦口江北新区横江大道以东、石佛大街以南（NJJBd010-22-08）地块,[],待定元/m^2,,暂无售楼处电话
龙江原著,鼓楼南京市鼓楼区草场门大街99号新城市广场F1,[],待定元/m^2,,暂无售楼处电话
翠语云庐,溧水溧水经济开发区秀山中路以南、珍珠北路以西，东至珍珠北路，南至现状，西至路华路，北至金井路。,[],13000元/m^2,230-470万元,400-176-0760 转 652893
NO.新区2024G06,浦口江北新区规划道路以东、群英河以南（NJJBb020-15-05）地块,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G11,高淳高淳区花园大道以南、双湖路以东（南师附中高淳学校北侧西组团一）地块,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G10,浦口江北新区九袱洲路以东、商务西街以南(NJJBd010-18-12）地块,[],待定元/m^2,,暂无售楼处电话
NO.2024G18,栖霞栖霞区燕子矶街道兴智中心西片区恒发路以北、兴学路以东地块,[],待定元/m^2,,暂无售楼处电话
NO.2024G19,栖霞栖霞区西岗街道华佗路以东、白雪路以北地块,[],待定元/m^2,,暂无售楼处电话
中铁云禄湾,江宁禄口街道云禄湾,[],15000元/m^2,366万元,暂无售楼处电话
龙湖亚伦央璟颂 ,浦口江浦街道文德东路以南、同心路以东,[],待定元/m^2,,暂无售楼处电话
NO.2023G18,浦口浦口区江浦街道公园北路以南、河滨路以东地块，东至现状，南至文德东路，西至同心路，北至公园北路。,[],待定元/m^2,,暂无售楼处电话
NO.2024G20,栖霞栖霞区尧化街道新尧片区尧佳路南侧、新城南路东侧地块,[],待定元/m^2,,暂无售楼处电话
大树和玥,江宁汤山街道广进路1号,[],待定元/m^2,,400-176-0760 转 645589
中铁龙湖宸阅荟,雨花南京市雨花台区数字大道519号,[],待定元/m^2,,400-176-0760 转 652391
绿城同创陶然里,江宁智慧路211号,[],20688元/m^2,150-400万元,暂无售楼处电话
明发星光时代,浦口浦珠南路明发星光时代,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G10,高淳高淳区茅山路以北、檀溪路以东（职中南侧组团西）地块,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G07,高淳高淳区淳溪街道蓝溪路以北、北漪路以西,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G13,高淳高淳区开发区松园北路以北，双湖路以东（南师附中北侧西组团三）地块,[],待定元/m^2,,暂无售楼处电话
江北新区浦镇大街以南、浦滨路以西,浦口江北新区浦镇大街以南、浦滨路以西（NJJBd010-11-14）地块，东至浦滨路，北至定向河。,[],待定元/m^2,,暂无售楼处电话
东皋十里大厦,溧水永阳街道林桥路59号,[],待定元/m^2,,400-176-0760 转 646841
御公馆,秦淮大明路与卡子门大街交汇处,[],待定元/m^2,,400-176-0760 转 645405
景鸿峰境,溧水琴音大道,[],待定元/m^2,,400-176-0760 转 647716
NO.新区2023G04,浦口江北新区广西埂大街以北、万寿路以西（NJJBd010-14-19）地块,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G12,高淳高淳区龙井路以北，双湖路以东（南师附中高淳学校北侧西组团二）地块,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G08,浦口江北新区九袱洲路以东、商务西街以南（NJJBd010-18-08）地块,[],待定元/m^2,,暂无售楼处电话
通宇瑞悦府,"浦口珍珠河以东、广西埂大街以北（NJJBd010-06-18）,东至规划道路，南至规划道路，西至珍珠河，北至广西埂大街",[],待定元/m^2,,暂无售楼处电话
NO.新区2022G14,浦口江北新区广西埂大街以北、浦镇大街以南（NJJBd010-14-25）地块，东至横江大道，南至广西埂大街,[],待定元/m^2,,暂无售楼处电话
麦多苑,雨花南京市雨花台区赛虹桥街道小行路,[],待定元/m^2,,400-176-0760 转 644974
菁英公馆,浦口胜利路与石佛大道交汇处,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G09,高淳高淳区古柏街道宁高新通道以西、潜心西路以北、文枢路以南,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G09,浦口江北新区九袱洲路以东、商务西街以南（NJJBd010-18-10）地块,[],待定元/m^2,,暂无售楼处电话
江宁区空港新城朝阳路以东、义庆路以南地块,江宁江宁区空港新城朝阳路以东、义庆路以南地块，东至现状；南至现状；西至朝阳路；北至义庆路。,[],待定元/m^2,,暂无售楼处电话
滨江大道以西、七里河大街以南2022G13,浦口江北新区滨江大道以西、七里河大街以南（NJJBd010-21-06）地块，东至胜利路,[],待定元/m^2,,暂无售楼处电话
熹屿花园,江宁麒麟街道,[],待定元/m^2,,400-176-0760 转 645396
润淮里,秦淮大明路与应天东街交叉口,[],待定元/m^2,,暂无售楼处电话
南京信泰创新中心,江宁麒麟科技园智汇路109号,[],待定元/m^2,,400-176-0760 转 649094
NO.2023G62,江宁江宁区未来科技城融智路以北、苏源大道以西地块,[],待定元/m^2,,暂无售楼处电话
丽水大道以东、纬三路以北,江宁丽水大道以东、纬三路以北地块，东至经一路，南至纬三路，西至丽水大街，北至纬二路,[],待定元/m^2,,暂无售楼处电话
淳化街道工业园三号路以西、虎啸路以南,江宁淳化街道工业园三号路以西、虎啸路以南地块，东至工业园三号路，南至规划道路，北至虎啸路,[],待定元/m^2,,暂无售楼处电话
麒麟片区经三路以东、纬七路以南地块(汇11),江宁江宁区麒麟片区经三路以东、纬七路以南地块（汇11），东至东麒路；南至纬八路；西至经三路；北至纬七路。,[],待定元/m^2,,暂无售楼处电话
广西埂大街以北浦滨路以西(NJJBd010-11-01),浦口广西埂大街以北、浦滨路以西（NJJBd010-11-01）地块，东至规划道路，南至广西埂大街，西至迎江路,[],待定元/m^2,,暂无售楼处电话
广西埂大街以北、浦滨路以西,浦口广西埂大街以北、浦滨路以西（NJJBd010-11-07）地块，东至康业路，南至康行路，西至康环路,[],待定元/m^2,,暂无售楼处电话
慧湾谷商业广场,浦口江北新区城南河路93号,[],待定元/m^2,,400-176-0760 转 645568
万晟湖山印,六合南京六合金牛湖.茉莉花园度假村西侧,[],待定元/m^2,,暂无售楼处电话
NO.2021G13地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G22地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G12地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G17地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G11地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G19地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G18地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G08地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2021G13地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G07地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G04地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G01地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G21地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G10地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G14地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G23地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G09地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G15地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G20地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G06地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G07地块,,[],待定元/m^2,,暂无售楼处电话
NO.高淳2021G04地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G38地块,,[],待定元/m^2,,暂无售楼处电话
NO.高淳2021G05地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G59地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2021G04地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G37地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G46地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G51地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G47地块,,[],待定元/m^2,,暂无售楼处电话
NO.2021G58地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G11地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2021G09地块,,[],待定元/m^2,,暂无售楼处电话
香港置地NO.溧水G10地块,,[],待定元/m^2,,400-176-0760 转 630836
NO.2011G80地块,,[],待定元/m^2,,暂无售楼处电话
NO.2020G30地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G12地块,,[],待定元/m^2,,暂无售楼处电话
NO.2019G106地块,,[],待定元/m^2,,暂无售楼处电话
NO.2007G111地块,,[],待定元/m^2,,暂无售楼处电话
NO.2005G07地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G14地块,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2021G13地块,,[],待定元/m^2,,暂无售楼处电话
NO.2024G78,,[],待定元/m^2,,暂无售楼处电话
金基珑樾府,,[],待定元/m^2,,暂无售楼处电话
NO.2024G79,,[],待定元/m^2,,暂无售楼处电话
NO.2024G77,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G13,,[],待定元/m^2,,暂无售楼处电话
NO.2024G39,,[],待定元/m^2,,暂无售楼处电话
NO.2024G33,,[],待定元/m^2,,暂无售楼处电话
NO.2024G32,,[],待定元/m^2,,暂无售楼处电话
NO.2023G78,,[],待定元/m^2,,暂无售楼处电话
NO.2023G79,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G24,,[],待定元/m^2,,暂无售楼处电话
NO.2024G65,,[],待定元/m^2,,暂无售楼处电话
NO.2023G90,,[],待定元/m^2,,暂无售楼处电话
NO.2023G13,,[],待定元/m^2,,暂无售楼处电话
NO.2024G22,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G23,,[],待定元/m^2,,暂无售楼处电话
NO.2024G74,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G30,,[],待定元/m^2,,暂无售楼处电话
NO.2021G96地块,,[],待定元/m^2,,暂无售楼处电话
NO.2023G16,,[],待定元/m^2,,暂无售楼处电话
NO.2023G15,,[],待定元/m^2,,暂无售楼处电话
NO.2023G48,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G02,,[],待定元/m^2,,暂无售楼处电话
NO.2024G38,,[],待定元/m^2,,暂无售楼处电话
NO.2024G55,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G21,,[],待定元/m^2,,暂无售楼处电话
南部新城校场大道以北、神机营路以西地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G08,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G17,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G03,,[],待定元/m^2,,暂无售楼处电话
NO.2024G42,,[],待定元/m^2,,暂无售楼处电话
NO.2024G60,,[],待定元/m^2,,暂无售楼处电话
NO.2024G58,,[],待定元/m^2,,暂无售楼处电话
NO.2024G88,,[],待定元/m^2,,暂无售楼处电话
NO.2021G92地块,,[],待定元/m^2,,暂无售楼处电话
东山街道竹山路以西、新亭路以北地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G06,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G19,,[],待定元/m^2,,暂无售楼处电话
NO.2023G09,,[],待定元/m^2,,暂无售楼处电话
NO.2023G34,,[],待定元/m^2,,暂无售楼处电话
NO.2023G43,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G13,,[],待定元/m^2,,暂无售楼处电话
NO.2023G59,,[],待定元/m^2,,暂无售楼处电话
NO.2023G56,,[],待定元/m^2,,暂无售楼处电话
NO.2023G87,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G01,,[],待定元/m^2,,暂无售楼处电话
NO.2024G23,,[],待定元/m^2,,暂无售楼处电话
NO.2024G59,,[],待定元/m^2,,暂无售楼处电话
NO.2024G76,,[],待定元/m^2,,暂无售楼处电话
NO.2021G77地块,,[],待定元/m^2,,暂无售楼处电话
江宁区东山街道文靖路以南、湖山路以西地块,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G14,,[],待定元/m^2,,暂无售楼处电话
NO.2024G05,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2024G04,,[],待定元/m^2,,暂无售楼处电话
NO.2021G68地块,,[],待定元/m^2,,暂无售楼处电话
NO.2023G68,,[],待定元/m^2,,暂无售楼处电话
NO.2023G08,,[],待定元/m^2,,暂无售楼处电话
NO.2023G03,,[],待定元/m^2,,暂无售楼处电话
NO.2023G02,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G21,,[],待定元/m^2,,暂无售楼处电话
NO.新区2023G22,,[],待定元/m^2,,暂无售楼处电话
NO.高淳2024G06,,[],待定元/m^2,,暂无售楼处电话
NO.溧水2024G12,,[],待定元/m^2,,暂无售楼处电话
NO.2024G46,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G26,,[],待定元/m^2,,暂无售楼处电话
NO.2024G75,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G25,,[],待定元/m^2,,暂无售楼处电话
NO.新区2024G27,,[],待定元/m^2,,暂无售楼处电话
NO.2024G86,,[],待定元/m^2,,暂无售楼处电话
